{'seq': 1920, 'type': 'Truck', 'timestamp': '2023-11-19T18:41:00', 'truckId': 191, 'positionLatitude': 38.0453987121582, 'positionLongitude': -84.42088317871094, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2156, 'type': 'Truck', 'timestamp': '2023-11-19T20:08:30', 'truckId': 169, 'positionLatitude': 41.674686431884766, 'positionLongitude': -87.65775299072266, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2157, 'type': 'Truck', 'timestamp': '2023-11-19T20:09:16', 'truckId': 397, 'positionLatitude': 43.88052368164063, 'positionLongitude': -73.5726318359375, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2158, 'type': 'Truck', 'timestamp': '2023-11-19T20:09:38', 'truckId': 366, 'positionLatitude': 40.84415054321289, 'positionLongitude': -73.89855194091797, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2159, 'type': 'Truck', 'timestamp': '2023-11-19T20:11:26', 'truckId': 422, 'positionLatitude': 40.41707992553711, 'positionLongitude': -74.44587707519531, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2160, 'type': 'Truck', 'timestamp': '2023-11-19T20:11:50', 'truckId': 238, 'positionLatitude': 40.91293716430664, 'positionLongitude': -74.37774658203125, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2161, 'type': 'Truck', 'timestamp': '2023-11-19T20:11:52', 'truckId': 318, 'positionLatitude': 40.07839584350586, 'positionLongitude': -75.37359619140625, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2162, 'type': 'Truck', 'timestamp': '2023-11-19T20:11:56', 'truckId': 160, 'positionLatitude': 41.03205871582031, 'positionLongitude': -81.80937957763672, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2163, 'type': 'Truck', 'timestamp': '2023-11-19T20:12:22', 'truckId': 313, 'positionLatitude': 33.65758514404297, 'positionLongitude': -84.333740234375, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2164, 'type': 'Truck', 'timestamp': '2023-11-19T20:12:42', 'truckId': 183, 'positionLatitude': 40.878936767578125, 'positionLongitude': -73.8430404663086, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2165, 'type': 'Truck', 'timestamp': '2023-11-19T20:12:54', 'truckId': 154, 'positionLatitude': 36.858428955078125, 'positionLongitude': -83.87298583984375, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2166, 'type': 'Truck', 'timestamp': '2023-11-19T20:13:27', 'truckId': 315, 'positionLatitude': 39.94380187988281, 'positionLongitude': -81.99442291259766, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2167, 'type': 'Truck', 'timestamp': '2023-11-19T20:14:55', 'truckId': 208, 'positionLatitude': 39.87734222412109, 'positionLongitude': -86.04727935791016, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2168, 'type': 'Truck', 'timestamp': '2023-11-19T20:15:24', 'truckId': 331, 'positionLatitude': 35.89508819580078, 'positionLongitude': -84.70156860351562, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2169, 'type': 'Truck', 'timestamp': '2023-11-19T20:15:40', 'truckId': 224, 'positionLatitude': 39.33570861816406, 'positionLongitude': -75.8365249633789, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2170, 'type': 'Truck', 'timestamp': '2023-11-19T20:17:23', 'truckId': 349, 'positionLatitude': 37.87925338745117, 'positionLongitude': -79.54146575927734, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2171, 'type': 'Truck', 'timestamp': '2023-11-19T20:17:27', 'truckId': 374, 'positionLatitude': 33.74497985839844, 'positionLongitude': -84.39028930664062, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2172, 'type': 'Truck', 'timestamp': '2023-11-19T20:18:06', 'truckId': 416, 'positionLatitude': 41.89303970336914, 'positionLongitude': -72.29744720458984, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2173, 'type': 'Truck', 'timestamp': '2023-11-19T20:18:14', 'truckId': 316, 'positionLatitude': 34.834022521972656, 'positionLongitude': -81.98194122314453, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2174, 'type': 'Truck', 'timestamp': '2023-11-19T20:18:24', 'truckId': 353, 'positionLatitude': 41.20672225952149, 'positionLongitude': -81.67288208007812, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2175, 'type': 'Truck', 'timestamp': '2023-11-19T20:18:33', 'truckId': 382, 'positionLatitude': 41.54361343383789, 'positionLongitude': -71.67646026611328, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2176, 'type': 'Truck', 'timestamp': '2023-11-19T20:18:35', 'truckId': 420, 'positionLatitude': 39.26065826416016, 'positionLongitude': -76.57876586914062, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2177, 'type': 'Truck', 'timestamp': '2023-11-19T20:19:01', 'truckId': 168, 'positionLatitude': 41.315185546875, 'positionLongitude': -73.66665649414062, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2178, 'type': 'Truck', 'timestamp': '2023-11-19T20:19:51', 'truckId': 347, 'positionLatitude': 40.59501647949219, 'positionLongitude': -75.35540771484375, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2179, 'type': 'Truck', 'timestamp': '2023-11-19T20:21:55', 'truckId': 312, 'positionLatitude': 34.96358871459961, 'positionLongitude': -85.18578338623047, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2180, 'type': 'Truck', 'timestamp': '2023-11-19T20:21:57', 'truckId': 106, 'positionLatitude': 37.20723724365234, 'positionLongitude': -80.26274871826172, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2181, 'type': 'Truck', 'timestamp': '2023-11-19T20:22:07', 'truckId': 241, 'positionLatitude': 36.5864372253418, 'positionLongitude': -84.10470581054688, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2182, 'type': 'Truck', 'timestamp': '2023-11-19T20:22:08', 'truckId': 392, 'positionLatitude': 34.24330139160156, 'positionLongitude': -83.48212432861328, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2183, 'type': 'Truck', 'timestamp': '2023-11-19T20:22:33', 'truckId': 173, 'positionLatitude': 40.90365982055664, 'positionLongitude': -85.49906158447266, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2184, 'type': 'Truck', 'timestamp': '2023-11-19T20:22:34', 'truckId': 177, 'positionLatitude': 38.74137496948242, 'positionLongitude': -81.67415618896484, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2185, 'type': 'Truck', 'timestamp': '2023-11-19T20:22:41', 'truckId': 228, 'positionLatitude': 33.553646087646484, 'positionLongitude': -84.56025695800781, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2186, 'type': 'Load', 'timestamp': '2023-11-19T20:23:28', 'loadId': 10907, 'originLatitude': 38.3237, 'originLongitude': -86.1547, 'destinationLatitude': 42.0414, 'destinationLongitude': -87.8878, 'equipmentType': 'Van', 'price': 650.0, 'mileage': 313.0}
{'seq': 2187, 'type': 'Truck', 'timestamp': '2023-11-19T20:23:33', 'truckId': 411, 'positionLatitude': 40.34547805786133, 'positionLongitude': -76.74079895019531, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2188, 'type': 'Truck', 'timestamp': '2023-11-19T20:23:46', 'truckId': 378, 'positionLatitude': 40.211875915527344, 'positionLongitude': -79.65087890625, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2189, 'type': 'Truck', 'timestamp': '2023-11-19T20:23:59', 'truckId': 207, 'positionLatitude': 39.919952392578125, 'positionLongitude': -85.91902160644531, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2190, 'type': 'Truck', 'timestamp': '2023-11-19T20:24:14', 'truckId': 234, 'positionLatitude': 43.75934219360352, 'positionLongitude': -79.68931579589844, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2191, 'type': 'Truck', 'timestamp': '2023-11-19T20:24:32', 'truckId': 424, 'positionLatitude': 33.93478775024414, 'positionLongitude': -84.49472045898438, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2192, 'type': 'Truck', 'timestamp': '2023-11-19T20:24:41', 'truckId': 290, 'positionLatitude': 38.13670349121094, 'positionLongitude': -77.5078353881836, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2193, 'type': 'Truck', 'timestamp': '2023-11-19T20:24:47', 'truckId': 276, 'positionLatitude': 40.71173095703125, 'positionLongitude': -84.07538604736328, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2194, 'type': 'Truck', 'timestamp': '2023-11-19T20:25:00', 'truckId': 417, 'positionLatitude': 40.42107772827149, 'positionLongitude': -81.54026794433594, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2195, 'type': 'Truck', 'timestamp': '2023-11-19T20:25:24', 'truckId': 388, 'positionLatitude': 36.605247497558594, 'positionLongitude': -78.14995574951172, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2196, 'type': 'Truck', 'timestamp': '2023-11-19T20:25:41', 'truckId': 326, 'positionLatitude': 32.801719665527344, 'positionLongitude': -85.23117065429688, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2197, 'type': 'Truck', 'timestamp': '2023-11-19T20:25:41', 'truckId': 326, 'positionLatitude': 32.73613739013672, 'positionLongitude': -85.28926849365234, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2198, 'type': 'Truck', 'timestamp': '2023-11-19T20:26:24', 'truckId': 270, 'positionLatitude': 35.016639709472656, 'positionLongitude': -81.65447235107422, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2199, 'type': 'Truck', 'timestamp': '2023-11-19T20:26:43', 'truckId': 229, 'positionLatitude': 40.59467315673828, 'positionLongitude': -75.3570785522461, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2200, 'type': 'Truck', 'timestamp': '2023-11-19T20:26:48', 'truckId': 339, 'positionLatitude': 40.96630859375, 'positionLongitude': -75.98307037353516, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2201, 'type': 'Truck', 'timestamp': '2023-11-19T20:26:55', 'truckId': 209, 'positionLatitude': 38.088714599609375, 'positionLongitude': -81.05376434326172, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2202, 'type': 'Truck', 'timestamp': '2023-11-19T20:27:07', 'truckId': 256, 'positionLatitude': 34.20387649536133, 'positionLongitude': -80.68706512451172, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2203, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:01', 'truckId': 101, 'positionLatitude': 39.17166519165039, 'positionLongitude': -85.95825958251953, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2204, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:09', 'truckId': 430, 'positionLatitude': 35.91306686401367, 'positionLongitude': -78.8644790649414, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2205, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:09', 'truckId': 430, 'positionLatitude': 35.58273696899414, 'positionLongitude': -78.14768981933594, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2206, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:09', 'truckId': 430, 'positionLatitude': 35.604713439941406, 'positionLongitude': -78.44155883789062, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2207, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:11', 'truckId': 430, 'positionLatitude': 35.95844268798828, 'positionLongitude': -78.83560180664062, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2208, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:11', 'truckId': 430, 'positionLatitude': 35.81500625610352, 'positionLongitude': -78.81050109863281, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2209, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:12', 'truckId': 430, 'positionLatitude': 36.74828720092773, 'positionLongitude': -78.09835052490234, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2210, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:20', 'truckId': 292, 'positionLatitude': 42.164794921875, 'positionLongitude': -79.86327362060547, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2211, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:25', 'truckId': 304, 'positionLatitude': 36.5024299621582, 'positionLongitude': -78.21483612060547, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2212, 'type': 'Truck', 'timestamp': '2023-11-19T20:28:33', 'truckId': 296, 'positionLatitude': 42.69743728637695, 'positionLongitude': -78.92630767822266, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2213, 'type': 'Load', 'timestamp': '2023-11-19T20:28:47', 'loadId': 10549, 'originLatitude': 39.9553, 'originLongitude': -84.1702, 'destinationLatitude': 43.7019, 'destinationLongitude': -98.0292, 'equipmentType': 'Reefer', 'price': 1850.0, 'mileage': 932.0}
{'seq': 2214, 'type': 'Truck', 'timestamp': '2023-11-19T20:29:16', 'truckId': 397, 'positionLatitude': 44.01601409912109, 'positionLongitude': -73.42124938964844, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2215, 'type': 'Truck', 'timestamp': '2023-11-19T20:30:31', 'truckId': 200, 'positionLatitude': 39.89107131958008, 'positionLongitude': -75.52877807617188, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2216, 'type': 'Load', 'timestamp': '2023-11-19T20:31:02', 'loadId': 10372, 'originLatitude': 42.1167, 'originLongitude': -80.0826, 'destinationLatitude': 34.9711, 'destinationLongitude': -78.9463, 'equipmentType': 'Van', 'price': 1600.0, 'mileage': 637.0}
{'seq': 2217, 'type': 'Truck', 'timestamp': '2023-11-19T20:32:32', 'truckId': 146, 'positionLatitude': 39.22151565551758, 'positionLongitude': -76.72210693359375, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2218, 'type': 'Truck', 'timestamp': '2023-11-19T20:32:54', 'truckId': 404, 'positionLatitude': 41.83857345581055, 'positionLongitude': -87.66571044921875, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2219, 'type': 'Load', 'timestamp': '2023-11-19T20:33:16', 'loadId': 10270, 'originLatitude': 40.214, 'originLongitude': -74.7599, 'destinationLatitude': 40.7833, 'destinationLongitude': -73.9667, 'equipmentType': 'Flatbed', 'price': 650.0, 'mileage': 70.0}
{'seq': 2220, 'type': 'Load', 'timestamp': '2023-11-19T20:33:16', 'loadId': 10032, 'originLatitude': 42.0103, 'originLongitude': -76.5272, 'destinationLatitude': 43.749, 'destinationLongitude': -87.9824, 'equipmentType': 'Reefer', 'price': 1300.0, 'mileage': 816.0}
{'seq': 2221, 'type': 'Truck', 'timestamp': '2023-11-19T20:33:23', 'truckId': 259, 'positionLatitude': 37.99810028076172, 'positionLongitude': -78.3403091430664, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2222, 'type': 'Truck', 'timestamp': '2023-11-19T20:33:25', 'truckId': 160, 'positionLatitude': 40.99759292602539, 'positionLongitude': -82.00023651123047, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2223, 'type': 'Truck', 'timestamp': '2023-11-19T20:33:29', 'truckId': 314, 'positionLatitude': 39.94355010986328, 'positionLongitude': -82.40248107910156, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2224, 'type': 'Truck', 'timestamp': '2023-11-19T20:33:36', 'truckId': 318, 'positionLatitude': 40.01415252685547, 'positionLongitude': -75.15682983398438, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2225, 'type': 'Truck', 'timestamp': '2023-11-19T20:34:22', 'truckId': 341, 'positionLatitude': 42.515167236328125, 'positionLongitude': -76.07987976074219, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2226, 'type': 'Truck', 'timestamp': '2023-11-19T20:34:37', 'truckId': 351, 'positionLatitude': 35.90993118286133, 'positionLongitude': -86.50465393066406, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2227, 'type': 'Truck', 'timestamp': '2023-11-19T20:34:42', 'truckId': 365, 'positionLatitude': 36.11638641357422, 'positionLongitude': -84.02953338623047, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2228, 'type': 'Truck', 'timestamp': '2023-11-19T20:36:00', 'truckId': 310, 'positionLatitude': 38.22193145751953, 'positionLongitude': -81.44446563720703, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2229, 'type': 'Truck', 'timestamp': '2023-11-19T20:37:33', 'truckId': 146, 'positionLatitude': 39.25695037841797, 'positionLongitude': -76.69437408447266, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2230, 'type': 'Truck', 'timestamp': '2023-11-19T20:37:37', 'truckId': 250, 'positionLatitude': 39.94469833374024, 'positionLongitude': -82.59013366699219, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2231, 'type': 'Truck', 'timestamp': '2023-11-19T20:37:38', 'truckId': 177, 'positionLatitude': 38.93498229980469, 'positionLongitude': -81.7096176147461, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2232, 'type': 'Truck', 'timestamp': '2023-11-19T20:37:39', 'truckId': 251, 'positionLatitude': 40.84543228149414, 'positionLongitude': -73.92675018310547, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2233, 'type': 'Truck', 'timestamp': '2023-11-19T20:38:26', 'truckId': 304, 'positionLatitude': 36.63361740112305, 'positionLongitude': -78.13784790039062, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2234, 'type': 'Truck', 'timestamp': '2023-11-19T20:38:28', 'truckId': 289, 'positionLatitude': 34.90725326538086, 'positionLongitude': -81.02198791503906, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2235, 'type': 'Truck', 'timestamp': '2023-11-19T20:38:31', 'truckId': 286, 'positionLatitude': 36.09081268310547, 'positionLongitude': -79.99747467041016, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2236, 'type': 'Truck', 'timestamp': '2023-11-19T20:38:36', 'truckId': 382, 'positionLatitude': 41.362117767333984, 'positionLongitude': -72.02758026123047, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2237, 'type': 'Truck', 'timestamp': '2023-11-19T20:39:02', 'truckId': 387, 'positionLatitude': 33.397438049316406, 'positionLongitude': -84.74794006347656, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2238, 'type': 'Truck', 'timestamp': '2023-11-19T20:39:43', 'truckId': 365, 'positionLatitude': 36.05680465698242, 'positionLongitude': -84.00540924072266, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2239, 'type': 'Truck', 'timestamp': '2023-11-19T20:39:44', 'truckId': 366, 'positionLatitude': 40.82233428955078, 'positionLongitude': -74.03541564941406, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2240, 'type': 'Truck', 'timestamp': '2023-11-19T20:39:52', 'truckId': 145, 'positionLatitude': 31.548925399780277, 'positionLongitude': -84.11962890625, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2241, 'type': 'Truck', 'timestamp': '2023-11-19T20:41:04', 'truckId': 277, 'positionLatitude': 33.71723937988281, 'positionLongitude': -84.98011779785156, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2242, 'type': 'Truck', 'timestamp': '2023-11-19T20:41:48', 'truckId': 391, 'positionLatitude': 35.48685836791992, 'positionLongitude': -79.77709197998047, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2243, 'type': 'Truck', 'timestamp': '2023-11-19T20:42:09', 'truckId': 181, 'positionLatitude': 40.27290725708008, 'positionLongitude': -77.01974487304688, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2244, 'type': 'Truck', 'timestamp': '2023-11-19T20:42:16', 'truckId': 396, 'positionLatitude': 39.69236755371094, 'positionLongitude': -79.14936065673828, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2245, 'type': 'Truck', 'timestamp': '2023-11-19T20:42:19', 'truckId': 421, 'positionLatitude': 40.59538269042969, 'positionLongitude': -75.32813262939453, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2246, 'type': 'Truck', 'timestamp': '2023-11-19T20:42:23', 'truckId': 357, 'positionLatitude': 40.11283874511719, 'positionLongitude': -79.3565673828125, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2247, 'type': 'Truck', 'timestamp': '2023-11-19T20:42:38', 'truckId': 177, 'positionLatitude': 38.99828720092773, 'positionLongitude': -81.65348052978516, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2248, 'type': 'Truck', 'timestamp': '2023-11-19T20:42:39', 'truckId': 173, 'positionLatitude': 40.839149475097656, 'positionLongitude': -85.75128936767578, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2249, 'type': 'Truck', 'timestamp': '2023-11-19T20:42:50', 'truckId': 331, 'positionLatitude': 35.8764533996582, 'positionLongitude': -84.23486328125, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2250, 'type': 'Truck', 'timestamp': '2023-11-19T20:43:16', 'truckId': 241, 'positionLatitude': 36.88589096069336, 'positionLongitude': -84.15016174316406, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2251, 'type': 'Truck', 'timestamp': '2023-11-19T20:43:53', 'truckId': 377, 'positionLatitude': 35.349788665771484, 'positionLongitude': -80.72660064697266, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2252, 'type': 'Truck', 'timestamp': '2023-11-19T20:44:35', 'truckId': 216, 'positionLatitude': 37.17591094970703, 'positionLongitude': -77.49357604980469, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2253, 'type': 'Truck', 'timestamp': '2023-11-19T20:44:46', 'truckId': 145, 'positionLatitude': 31.565757751464844, 'positionLongitude': -84.15557098388672, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2254, 'type': 'Truck', 'timestamp': '2023-11-19T20:45:30', 'truckId': 255, 'positionLatitude': 36.21883773803711, 'positionLongitude': -86.29059600830078, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2255, 'type': 'Truck', 'timestamp': '2023-11-19T20:46:03', 'truckId': 329, 'positionLatitude': 40.76625061035156, 'positionLongitude': -73.268798828125, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2256, 'type': 'Truck', 'timestamp': '2023-11-19T20:47:22', 'truckId': 395, 'positionLatitude': 40.59560775756836, 'positionLongitude': -75.33049774169922, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2257, 'type': 'Truck', 'timestamp': '2023-11-19T20:48:26', 'truckId': 217, 'positionLatitude': 42.947635650634766, 'positionLongitude': -78.67472839355469, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2258, 'type': 'Truck', 'timestamp': '2023-11-19T20:48:30', 'truckId': 137, 'positionLatitude': 39.48036956787109, 'positionLongitude': -76.26256561279297, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2259, 'type': 'Truck', 'timestamp': '2023-11-19T20:49:06', 'truckId': 135, 'positionLatitude': 40.65891647338867, 'positionLongitude': -74.11561584472656, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2260, 'type': 'Truck', 'timestamp': '2023-11-19T20:49:08', 'truckId': 260, 'positionLatitude': 36.253662109375, 'positionLongitude': -82.96378326416016, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2261, 'type': 'Truck', 'timestamp': '2023-11-19T20:50:04', 'truckId': 426, 'positionLatitude': 35.31575012207031, 'positionLongitude': -86.88232421875, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2262, 'type': 'Truck', 'timestamp': '2023-11-19T20:51:13', 'truckId': 425, 'positionLatitude': 38.99139022827149, 'positionLongitude': -84.64448547363281, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2263, 'type': 'Truck', 'timestamp': '2023-11-19T20:51:40', 'truckId': 430, 'positionLatitude': 36.960716247558594, 'positionLongitude': -77.72706604003906, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2264, 'type': 'Truck', 'timestamp': '2023-11-19T20:51:46', 'truckId': 229, 'positionLatitude': 40.5860595703125, 'positionLongitude': -75.59832763671875, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2265, 'type': 'Truck', 'timestamp': '2023-11-19T20:51:50', 'truckId': 384, 'positionLatitude': 37.26540756225586, 'positionLongitude': -80.155517578125, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2266, 'type': 'Truck', 'timestamp': '2023-11-19T20:52:45', 'truckId': 295, 'positionLatitude': 38.40852737426758, 'positionLongitude': -84.57918548583984, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2267, 'type': 'Truck', 'timestamp': '2023-11-19T20:53:32', 'truckId': 196, 'positionLatitude': 40.618194580078125, 'positionLongitude': -75.46697235107422, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2268, 'type': 'Truck', 'timestamp': '2023-11-19T20:54:14', 'truckId': 327, 'positionLatitude': 34.148345947265625, 'positionLongitude': -80.96521759033203, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2269, 'type': 'Truck', 'timestamp': '2023-11-19T20:54:15', 'truckId': 397, 'positionLatitude': 44.23506164550781, 'positionLongitude': -73.2325210571289, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2270, 'type': 'Truck', 'timestamp': '2023-11-19T20:54:29', 'truckId': 200, 'positionLatitude': 39.88909530639648, 'positionLongitude': -75.51773071289062, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2271, 'type': 'Truck', 'timestamp': '2023-11-19T20:54:35', 'truckId': 424, 'positionLatitude': 33.71577072143555, 'positionLongitude': -84.25059509277344, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
